satisfaction,evaluation,projects,hours,tenure,accident,left,promotion,department,salary
8,9.8,4,203,1,yes,no,no,acct_it,medium
8.1,6.5,3,235,9,no,no,no,acct_it,low
6.2,5.9,3,208,6,no,no,yes,support_hr,medium
5.5,6,4,198,1,no,no,no,acct_it,low
5.7,8.4,2,262,7,no,no,yes,technical,low
6.8,5.3,3,138,2,no,no,no,management,low
8.2,7.9,5,243,1,no,no,no,management,low
8.1,5.7,3,250,2,no,no,no,product_rand,low
9.8,4.9,4,198,9,no,no,no,acct_it,medium
8.3,9.2,4,241,4,no,yes,no,mktg_sales,low
2.5,7.3,4,255,3,no,no,no,acct_it,medium
7.2,4.3,4,113,7,no,no,no,acct_it,medium
6.2,9.7,3,220,2,no,no,no,technical,high
6.2,9.6,2,205,1,no,no,no,acct_it,medium
8,5.5,3,142,2,no,no,no,mktg_sales,low
7.8,7.1,4,155,2,no,no,no,product_rand,low
6.9,5.3,5,159,2,no,no,no,product_rand,low
4.7,5.5,3,146,2,no,yes,no,product_rand,low
2.4,5.1,6,246,4,no,no,no,management,low
4.6,4.8,1,131,2,no,yes,no,acct_it,low
9.5,5.1,4,224,1,yes,no,no,product_rand,low
4.5,4.9,1,127,2,no,yes,no,acct_it,medium
6,7.1,3,300,1,no,yes,no,technical,medium
6.7,6.7,4,153,2,yes,no,no,product_rand,medium
7.1,9.7,4,253,2,yes,no,no,mktg_sales,medium
9,7.7,5,231,2,no,no,no,product_rand,low
5.1,4.6,3,148,2,yes,yes,no,acct_it,medium
8.5,8.4,3,268,2,no,no,no,mktg_sales,high
9.7,7.8,4,268,2,yes,no,no,acct_it,low
4.3,6.9,1,151,2,no,no,no,management,medium
6.1,9.6,5,179,1,no,no,no,acct_it,low
6.9,9.8,2,131,2,no,no,no,management,low
6.5,5.2,6,252,2,no,no,no,management,medium
6.4,9.8,5,150,9,no,no,no,acct_it,low
6.7,9.6,4,131,1,no,no,no,acct_it,low
8.5,9.8,3,254,4,no,yes,no,management,medium
8.9,9.6,5,179,3,yes,no,no,product_rand,medium
1.8,9.7,6,253,3,yes,yes,no,mktg_sales,medium
7.2,7.2,5,215,1,yes,no,no,product_rand,high
5.5,6.8,4,163,2,no,no,no,product_rand,medium
7.9,7.8,3,273,2,no,no,no,support_hr,low
8.5,5.7,5,228,2,no,no,no,product_rand,medium
9.9,7.9,5,129,1,no,no,no,product_rand,low
6,4.1,4,151,2,no,no,no,product_rand,medium
9.1,8,3,243,2,no,no,no,management,medium
9.6,5,4,255,2,no,no,no,product_rand,low
10,8.6,3,193,3,no,no,no,management,medium
5.5,5.7,2,226,2,no,no,no,acct_it,low
8.8,9,3,159,1,no,no,no,management,medium
7.2,6.3,4,138,3,no,no,yes,product_rand,high
8.4,7.3,4,150,3,no,no,no,product_rand,high
7,7.6,3,206,1,no,no,no,product_rand,medium
6.2,6.1,3,189,2,yes,no,no,support_hr,low
9.1,5.3,4,172,2,no,no,no,management,low
4.7,5.7,2,197,2,yes,no,no,technical,medium
5.7,8.9,2,188,5,no,no,no,product_rand,medium
3.8,8.4,7,131,4,no,yes,no,acct_it,low
9.2,9.9,4,186,2,yes,no,no,management,medium
5.8,7.2,4,228,2,no,no,no,product_rand,medium
9,9.6,4,181,7,no,no,no,support_hr,high
6.2,9.8,4,175,2,no,no,no,product_rand,low
1.8,9,7,285,4,no,yes,no,acct_it,low
7.1,9.7,2,170,1,no,no,no,management,low
4.3,4.9,3,128,2,no,yes,no,acct_it,low
4.4,8.8,2,155,3,no,yes,no,acct_it,medium
1.9,9.6,7,309,4,no,yes,no,management,low
7.7,5,5,130,2,no,no,no,technical,low
8.4,5.5,2,203,1,no,no,no,product_rand,high
5.1,5.4,1,136,2,no,yes,no,product_rand,low
5.4,9.2,6,172,2,no,no,no,product_rand,low
6.9,6.6,5,237,3,no,no,no,mktg_sales,medium
8.3,9.8,6,240,5,no,no,no,product_rand,medium
7.7,6.3,3,241,1,no,no,no,acct_it,low
7.8,9.4,4,199,3,no,no,no,acct_it,low
9.1,9.3,3,209,2,no,no,no,mktg_sales,medium
7.9,8.7,3,275,3,yes,no,no,management,medium
8.7,7.8,5,255,2,no,no,no,product_rand,medium
6.3,8.7,3,193,1,no,no,no,acct_it,low
4.6,5.1,3,144,2,no,yes,no,technical,low
5.1,5.3,4,186,3,yes,no,no,technical,low
5.6,8,4,229,2,no,no,no,product_rand,medium
6.6,7.2,3,183,2,no,no,no,acct_it,low
7.3,6.3,4,158,3,yes,no,no,mktg_sales,low
9.7,5,4,262,2,yes,no,no,product_rand,medium
8.8,8.8,5,266,4,no,yes,no,acct_it,low
8.9,9.2,5,229,5,no,yes,no,acct_it,low
10,7.3,6,190,2,yes,no,no,mktg_sales,low
9.3,6.7,5,157,3,yes,no,no,product_rand,low
7.3,9.9,5,249,2,no,no,no,technical,medium
3.2,6.5,5,249,2,no,no,no,management,medium
8.1,3.6,2,119,2,no,no,no,acct_it,high
6.1,9.4,3,228,1,no,no,no,management,low
9.6,8.1,5,239,1,no,no,no,acct_it,low
7.9,5,4,276,1,no,no,no,product_rand,low
6,9.2,5,159,2,no,no,no,technical,low
6,4.9,4,213,2,no,no,no,management,low
6,8.1,3,145,1,no,no,no,mktg_sales,low
3.9,4.7,3,139,3,no,no,no,technical,medium
9.1,6.5,3,257,1,no,no,no,management,high
7.4,9.7,4,190,2,yes,no,no,acct_it,high
8.2,6.9,4,167,2,no,no,no,management,medium
9.6,4.7,5,219,3,no,no,no,management,low
1.9,9,8,298,3,no,yes,no,acct_it,medium
7.9,7.5,5,191,2,no,no,no,technical,medium
2.3,6.2,5,154,3,yes,yes,no,acct_it,low
8.9,8,4,133,2,no,no,no,mktg_sales,medium
9.6,5.9,3,263,1,no,no,no,mktg_sales,low
6.9,7.7,2,166,1,no,no,no,acct_it,medium
6.6,4,4,157,7,yes,no,no,product_rand,low
8.4,6.8,1,199,2,no,no,no,product_rand,medium
2,7.8,5,247,3,no,yes,no,management,low
5.5,5,4,185,2,yes,no,no,management,low
6.8,7.3,5,188,2,no,no,no,product_rand,medium
4.6,3.7,3,126,1,no,no,no,product_rand,medium
8.4,5.4,3,241,3,no,no,no,management,low
8.4,7,2,150,1,no,no,no,product_rand,medium
8.7,8.7,6,246,4,yes,yes,no,product_rand,medium
5.4,9.8,2,224,2,no,no,no,management,medium
8.7,8.5,4,257,2,no,no,no,acct_it,medium
8.4,6.7,2,195,2,yes,no,no,mktg_sales,low
7.4,7.7,3,143,2,no,no,no,acct_it,high
9.5,5.2,4,271,2,no,no,no,mktg_sales,high
7.1,5.5,5,182,2,no,no,no,technical,medium
4.6,4.8,3,143,2,no,yes,no,management,low
6,6.4,2,275,2,no,no,no,management,medium
8.2,8.5,4,235,2,no,no,no,acct_it,medium
8.4,5.1,4,232,2,no,no,no,product_rand,low
9.7,8.8,2,200,1,no,no,no,support_hr,low
7.4,7.2,5,180,2,no,no,no,technical,low
2.8,9,2,217,3,no,no,no,product_rand,low
4.3,5.6,3,161,2,no,yes,no,product_rand,medium
4.7,4.9,3,151,2,no,yes,no,product_rand,low
7.6,9.8,3,226,1,yes,no,no,management,high
9.3,6.4,5,260,1,no,no,no,product_rand,medium
5.4,4.9,3,163,6,no,no,yes,product_rand,low
6.9,4.9,5,158,2,no,no,no,product_rand,low
5.1,6.3,5,114,4,no,no,yes,support_hr,medium
4.6,4.6,1,124,2,no,yes,no,management,medium
7.5,9.4,5,236,2,no,no,no,acct_it,medium
9.6,7.8,3,138,2,no,no,no,product_rand,medium
2.5,5.5,3,198,2,no,no,no,mktg_sales,low
6.9,8.3,4,265,2,yes,no,no,management,high
7.1,9.5,3,148,1,no,no,no,acct_it,medium
2.7,6.4,7,221,4,no,no,no,mktg_sales,medium
8.9,7,4,151,3,no,no,no,product_rand,low
8.6,6.4,4,265,3,no,no,no,product_rand,low
6.9,5.6,4,137,3,no,no,no,management,medium
5.4,7.3,3,244,2,no,yes,no,management,low
8.8,9.8,3,243,4,no,yes,no,product_rand,low
9.9,7.3,2,185,1,no,no,no,management,medium
6.9,9.6,3,246,2,yes,no,no,product_rand,medium
6.9,7.4,5,231,3,yes,no,no,support_hr,low
7.8,5.7,5,257,3,no,no,no,support_hr,medium
6,6.2,4,238,2,no,no,no,product_rand,low
6.7,9,3,243,2,no,no,no,acct_it,low
4.9,5.7,3,134,2,no,yes,no,product_rand,medium
5.1,5.7,3,143,2,no,yes,no,product_rand,low
7.8,5.1,4,136,3,no,no,no,product_rand,medium
8.2,6,5,216,2,no,no,no,support_hr,high
8.7,7.1,2,234,2,no,no,no,technical,medium
7.7,6.3,5,173,1,no,no,no,technical,medium
4.8,5.6,2,129,2,no,yes,no,technical,low
7.3,7.7,5,271,1,no,no,no,acct_it,low
8,6.3,4,197,1,no,no,no,acct_it,low
5.5,6,2,179,2,yes,no,no,technical,medium
9.6,5.5,3,226,3,yes,no,no,product_rand,medium
8.6,7.3,3,183,2,yes,no,no,product_rand,medium
4.2,5.2,4,170,1,no,no,no,management,low
7.7,9,2,289,2,no,no,no,technical,low
7.4,6.1,2,211,1,no,no,no,mktg_sales,medium
5.3,4.7,2,162,2,no,no,no,mktg_sales,medium
7.8,8.7,3,149,7,yes,no,no,management,low
8.6,10,6,239,4,no,yes,no,acct_it,medium
6.9,9.1,3,203,2,no,no,no,product_rand,low
4.8,5,1,140,2,no,yes,no,management,medium
4.8,5.7,1,132,2,no,yes,no,mktg_sales,medium
5.6,6.9,4,148,1,yes,no,no,mktg_sales,medium
6.8,9,6,268,2,no,no,no,management,low
1.9,8.4,6,254,3,no,yes,no,product_rand,medium
7.3,9.5,5,227,2,no,no,no,management,medium
8.1,5.6,3,152,9,no,no,no,mktg_sales,low
6.4,8.5,4,170,1,no,no,no,product_rand,low
4.1,7.6,6,237,4,no,no,no,management,high
5.6,8.1,2,146,1,no,no,no,management,low
1.9,8.1,5,269,3,no,yes,no,product_rand,low
7.7,10,4,272,4,no,yes,no,product_rand,low
4.2,5.7,3,149,2,no,yes,no,acct_it,low
4.3,6.3,5,170,2,no,no,no,technical,low
5.5,10,5,259,7,no,no,yes,technical,high
5.3,8.6,5,201,3,no,no,no,acct_it,low
5.8,5.9,5,264,2,no,no,no,product_rand,low
6.1,9.1,4,229,9,no,no,no,product_rand,medium
9.1,6.6,4,237,2,no,no,no,management,high
9,5.6,4,243,4,no,no,no,technical,low
2,8.5,7,260,3,no,yes,no,management,low
6.5,9.7,6,288,3,no,no,no,mktg_sales,medium
5.3,9,4,205,3,no,no,no,product_rand,medium
6,4.9,5,158,2,no,no,no,product_rand,low
8,9.8,4,257,2,no,no,no,product_rand,high
6,7.2,2,204,1,no,no,no,mktg_sales,low
7.8,7.9,3,106,1,no,no,no,product_rand,low
8,9.8,6,242,5,no,yes,no,product_rand,low
9.2,8.2,5,263,2,no,no,no,acct_it,medium
7.9,8.2,3,152,2,yes,no,no,acct_it,medium
5.4,7.5,4,261,2,yes,no,no,acct_it,low
3.9,8.6,4,217,4,no,no,no,product_rand,medium
5.8,9.1,4,179,2,no,no,no,product_rand,low
7.4,5,3,206,1,no,no,no,product_rand,low
8.6,7.9,7,136,1,no,no,no,technical,high
9.6,7.4,3,144,1,no,no,no,technical,medium
5.1,5.7,1,136,2,no,yes,no,management,low
6.5,7.3,5,155,3,no,no,no,product_rand,low
7.8,5,4,165,3,no,no,no,technical,low
6.9,8.7,4,270,1,no,no,no,acct_it,low
3,5.1,5,129,1,no,no,no,acct_it,medium
7.1,5.1,3,258,2,no,no,no,management,medium
6.7,4.8,4,183,3,no,no,no,support_hr,high
3.9,9.5,5,170,1,no,yes,no,product_rand,low
9.2,8.5,3,249,2,yes,no,no,product_rand,medium
5,5.1,1,135,2,no,yes,no,management,low
6.8,8.9,2,175,2,yes,no,no,mktg_sales,high
7.8,8.9,7,250,1,no,no,no,product_rand,medium
4.3,4.6,3,128,2,no,yes,no,technical,low
1.9,8,5,297,3,no,yes,no,product_rand,medium
8.5,9.2,3,272,1,yes,no,no,acct_it,medium
9.6,6.7,7,192,2,no,no,no,management,low
4.4,5,2,136,2,no,yes,no,product_rand,medium
7.7,9.3,5,145,2,no,no,no,acct_it,medium
5.8,7.3,3,158,2,yes,no,no,technical,low
3.3,6.9,3,165,4,no,no,no,technical,medium
9.1,9.4,4,226,2,no,no,no,acct_it,medium
8,6.7,4,217,2,yes,no,no,management,low
9.4,6.7,4,240,3,no,no,no,mktg_sales,low
7.2,7.4,6,232,1,no,no,no,acct_it,medium
5.6,7.2,4,166,3,no,no,yes,product_rand,medium
10,8.8,4,241,3,no,no,no,product_rand,medium
7,6.5,4,268,2,no,no,no,mktg_sales,medium
3.7,6.6,2,194,1,no,no,no,mktg_sales,medium
5.9,9,3,161,2,no,no,no,acct_it,high
6.7,6.4,2,176,1,no,no,no,technical,medium
9.4,9.2,3,248,1,no,no,no,product_rand,medium
4.4,5.4,2,108,2,no,no,no,product_rand,medium
7.6,8.7,3,264,1,no,no,no,management,low
4.3,5.2,2,157,2,no,yes,no,product_rand,low
7.5,9.4,5,243,3,no,no,no,technical,low
4.4,5.3,1,155,2,no,yes,no,product_rand,low
5.7,5.9,6,146,1,no,no,no,product_rand,low
5.7,6.9,4,208,7,yes,no,no,mktg_sales,low
5.9,7.4,4,161,1,no,yes,no,product_rand,low
1.9,8.2,6,277,3,no,yes,no,acct_it,low
1.9,8.9,5,249,3,no,yes,no,acct_it,low
7.3,5.8,6,169,2,no,no,no,support_hr,low
6.4,6.2,3,240,3,no,no,yes,product_rand,medium
9.4,8.7,2,151,2,yes,no,no,technical,low
5.7,5.3,2,165,1,no,no,no,product_rand,low
7.4,6,2,253,2,no,no,no,management,low
6.6,7.8,3,262,1,no,no,no,product_rand,low
4.2,4.8,2,164,2,no,yes,no,mktg_sales,low
4.8,7.4,7,213,5,no,no,no,product_rand,medium
8.8,7.5,2,129,2,no,no,no,acct_it,medium
9,8.3,2,163,2,no,no,no,technical,low
8,10,5,150,1,no,no,no,technical,low
6.9,8.5,4,201,9,no,no,no,management,low
9,9.2,6,237,4,no,yes,no,product_rand,medium
9.2,10,6,247,5,no,yes,no,management,low
5.6,5.6,4,162,2,no,no,no,technical,medium
7.1,10,4,182,1,yes,no,no,product_rand,low
7.5,4.9,4,198,2,no,no,yes,mktg_sales,medium
5.6,7,3,141,3,yes,no,no,product_rand,low
4.9,7.6,7,149,1,no,no,no,support_hr,high
5.7,7.2,5,220,2,no,no,no,product_rand,low
6.9,8,5,237,2,yes,no,yes,management,medium
2.6,5.2,5,190,5,no,no,no,mktg_sales,high
8.4,5.7,1,156,2,yes,no,no,management,medium
1.9,9,8,273,3,no,yes,no,technical,medium
4.4,4.7,1,148,2,no,yes,no,product_rand,medium
8.1,5.3,3,220,1,no,no,no,product_rand,medium
8.2,8.5,5,278,4,no,yes,no,support_hr,low
2.2,7.6,4,172,4,no,no,no,mktg_sales,medium
6.6,4.9,3,218,3,no,no,no,product_rand,medium
4.7,4.8,1,144,2,no,yes,no,product_rand,low
9.2,7,7,197,1,yes,no,no,technical,low
3.6,6.5,5,106,4,yes,no,no,product_rand,low
2.4,8.4,4,276,4,no,no,no,product_rand,low
8.4,7.1,2,213,4,no,no,yes,product_rand,medium
4.2,4.8,3,135,2,no,yes,no,management,low
6.1,9,4,260,1,no,no,no,mktg_sales,medium
6.3,5,1,162,1,no,no,no,support_hr,high
8.6,8.5,4,251,5,no,yes,no,product_rand,low
1.9,9,6,270,3,no,yes,no,technical,medium
8.9,8.9,3,198,2,no,no,no,technical,high
8.2,9.4,5,267,3,no,no,yes,product_rand,medium
8.7,10,5,227,4,no,yes,no,mktg_sales,low
1.9,7.7,5,279,3,no,yes,no,product_rand,medium
2,9.7,5,282,3,no,yes,no,mktg_sales,medium
5.5,9.5,6,193,2,no,no,no,product_rand,low
5.4,5.6,5,263,5,no,no,no,product_rand,low
8.9,9.3,4,190,1,no,no,no,management,medium
4.6,4.7,6,103,2,no,no,no,product_rand,medium
6.9,6.6,3,212,3,no,no,no,product_rand,high
5.3,8.4,3,189,6,no,no,yes,support_hr,medium
8.6,4.9,3,179,2,no,no,no,management,medium
8.6,7.3,3,202,2,no,no,yes,acct_it,low
7.9,6.6,3,259,3,no,no,no,mktg_sales,high
8,6.6,2,160,2,no,yes,no,product_rand,low
8.7,9.6,6,244,5,no,yes,no,technical,medium
9.6,8.1,5,124,2,no,no,no,product_rand,low
6,5.7,4,271,2,no,no,no,acct_it,medium
7.4,5.3,5,165,1,no,no,no,product_rand,low
4.4,6.3,2,183,1,no,no,no,mktg_sales,medium
2.4,4,3,236,4,no,no,no,management,medium
1.9,9.4,6,258,3,no,yes,no,product_rand,low
5.9,5,3,148,1,no,no,no,management,medium
9.5,9.1,6,253,2,no,no,no,technical,low
7.8,6.6,6,231,1,no,no,no,support_hr,high
4.8,4.8,3,152,2,no,yes,no,management,medium
2.6,7.5,2,145,1,no,no,no,mktg_sales,low
5.8,5.6,5,188,2,no,no,no,acct_it,medium
7.9,7.8,4,265,2,no,no,no,management,medium
7.9,9.2,5,235,4,no,yes,no,technical,low
7.7,6.4,5,272,2,no,no,no,product_rand,low
8.4,8.9,3,271,2,no,no,no,technical,medium
3,9.1,5,227,7,no,no,no,acct_it,low
10,5.5,4,185,3,yes,no,no,acct_it,medium
4.7,5.6,3,158,2,no,yes,no,product_rand,low
8.8,9,6,254,4,no,yes,no,management,low
9.6,8.7,4,138,2,no,no,no,acct_it,low
6.8,5.5,3,203,1,no,no,no,product_rand,low
9.5,8.5,3,141,2,no,no,no,product_rand,low
5.6,6.3,2,183,1,no,no,no,product_rand,medium
9.4,7.1,4,270,1,no,no,no,management,medium
8.8,9,5,253,5,no,yes,no,management,low
8.7,9.5,6,235,4,no,yes,no,management,low
5.1,5.3,1,140,2,no,yes,no,technical,medium
7.4,9.7,5,208,7,yes,no,no,support_hr,medium
4.2,5.1,2,132,2,no,yes,no,technical,low
9.7,4.1,5,136,5,no,no,no,product_rand,medium
9.2,5.3,2,147,3,yes,no,no,management,high
8.7,9.5,4,179,2,no,no,no,product_rand,low
8.8,9.4,4,278,4,no,yes,no,technical,low
8.7,6.3,4,149,2,no,no,no,management,low
2,9.4,5,282,3,no,yes,no,technical,medium
7.8,6.8,2,233,4,no,no,no,product_rand,low
7.7,10,5,226,5,no,yes,no,technical,low
5.7,4.7,5,142,4,yes,no,no,management,low
6.5,6.4,3,241,1,no,no,no,mktg_sales,medium
9,3.9,6,186,2,yes,no,no,mktg_sales,medium
4,9.5,3,277,2,no,no,no,technical,medium
8.7,9,3,246,2,no,no,no,product_rand,medium
1.8,9.5,8,261,3,no,yes,no,product_rand,medium
5.2,7.6,7,179,9,no,no,no,technical,medium
2.8,5.6,5,184,5,no,no,no,technical,medium
5.1,8.2,3,193,4,no,no,no,mktg_sales,low
4.9,5.5,1,128,2,no,yes,no,product_rand,low
5.8,7.2,1,177,4,no,no,no,product_rand,low
5,4.9,2,126,2,yes,yes,no,product_rand,low
7.8,8.5,6,240,5,yes,yes,no,product_rand,medium
8.3,8.7,4,163,1,no,no,no,mktg_sales,medium
9.1,8.6,6,253,4,no,yes,no,product_rand,high
6.4,8.2,4,145,2,no,no,no,management,low
6.1,5.9,4,209,2,no,no,no,mktg_sales,medium
7.8,8.5,3,179,6,no,no,no,product_rand,medium
5.5,6.5,6,240,2,no,no,no,product_rand,high
6.9,9.1,5,233,1,yes,no,no,technical,medium
6,8.5,4,105,1,no,no,no,mktg_sales,high
9,8.8,4,169,3,no,no,no,product_rand,medium
9.9,7.5,5,165,1,no,no,no,product_rand,low
7.9,8.5,2,140,2,no,no,no,management,low
7.4,8.8,3,266,2,no,no,no,product_rand,high
9.6,5.7,2,266,2,no,no,no,management,low
6.1,9,5,144,2,no,no,no,technical,low
3.8,7.2,3,187,2,no,no,no,management,medium
5.6,5.3,3,259,1,yes,no,no,management,medium
9.4,6.5,5,216,3,no,no,no,technical,medium
3.3,6.8,4,275,4,yes,no,no,technical,medium
6.2,5.5,4,183,4,no,no,no,acct_it,low
4.9,4.9,3,126,2,no,yes,no,mktg_sales,high
5.9,7.7,3,186,2,no,no,no,management,medium
7.9,5.4,3,136,2,yes,no,no,technical,low
9.2,7.8,4,148,2,no,no,no,mktg_sales,medium
8.6,7.8,4,170,1,no,no,yes,technical,high
9.6,7.1,4,255,1,yes,no,no,management,low
6.5,4.7,3,150,2,no,no,no,product_rand,medium
8.6,3.6,7,253,4,no,no,no,product_rand,low
6.7,9.8,3,182,2,no,no,no,support_hr,high
4.2,5,2,137,2,no,yes,no,acct_it,low
5.1,4.5,3,131,2,no,yes,no,product_rand,low
4.2,10,7,191,1,no,no,no,acct_it,low
9.5,8,4,173,3,no,no,no,technical,high
6.8,6.4,2,191,2,no,no,no,product_rand,low
8.3,6.8,5,235,1,no,no,no,management,medium
2.4,6.7,3,265,2,no,no,no,technical,low
5.3,8.6,4,244,2,no,no,no,acct_it,low
4.6,4.9,2,130,2,no,yes,no,product_rand,low
9.1,4.9,5,182,1,no,no,no,product_rand,low
9.1,6.2,5,261,2,no,no,no,acct_it,medium
5.1,6.2,6,126,4,no,no,no,management,low
8.4,6.7,3,228,2,no,no,no,product_rand,medium
7.7,6.4,2,231,2,no,no,no,management,medium
5,5.6,2,146,2,no,yes,no,management,medium
2.4,7.6,4,226,3,no,no,no,acct_it,low
9.6,8.4,5,273,3,yes,no,no,product_rand,medium
2.7,8.3,4,283,3,no,no,no,mktg_sales,low
9.6,7.1,2,204,7,yes,no,no,support_hr,medium
8.7,10,3,257,2,no,no,no,acct_it,medium
6.1,6.5,4,173,1,no,no,no,technical,high
8,5.8,3,225,1,no,no,no,product_rand,medium
8.4,8.7,3,203,3,no,no,no,management,medium
4,5.8,1,188,1,no,no,no,support_hr,medium
5.5,7.5,2,230,1,no,no,no,technical,medium
8.9,5.3,2,217,3,no,no,no,product_rand,low
6.9,6.5,2,271,9,no,no,no,technical,medium
7.1,7.6,3,255,3,no,no,no,management,low
5.5,8.1,3,150,1,no,no,no,product_rand,low
2.2,8.9,4,252,5,yes,no,no,management,medium
8.2,8.7,5,225,1,no,no,no,technical,medium
9.1,5.5,3,256,9,yes,no,yes,support_hr,high
2.9,9.4,2,285,4,no,no,no,mktg_sales,high
5.1,4.6,1,143,2,no,yes,no,mktg_sales,low
8.7,5,3,157,1,no,no,yes,acct_it,medium
4.9,5.4,2,157,2,no,yes,no,mktg_sales,medium
5.9,7.1,5,252,1,yes,no,no,management,high
8.7,6.7,3,224,3,no,no,no,management,low
9.1,8.5,3,157,6,no,no,no,product_rand,medium
6.6,8.5,4,238,2,yes,no,no,technical,medium
7.9,6.6,4,150,1,no,no,no,product_rand,medium
9.2,7.8,5,164,3,no,no,no,technical,low
4.6,7.9,6,181,4,no,no,no,technical,medium
8.8,10,5,276,4,no,yes,no,management,low
5.8,8.5,5,161,1,no,no,no,acct_it,medium
5.9,4.9,3,150,1,yes,no,no,product_rand,medium
4.7,5.4,1,150,2,no,yes,no,acct_it,low
9.3,5.5,2,174,1,no,no,no,acct_it,high
9.6,7.8,3,211,1,no,no,no,mktg_sales,high
9.6,7.5,4,198,2,no,no,no,management,low
5.1,4.7,6,104,4,no,no,no,management,low
8.3,9.2,5,244,4,no,yes,no,mktg_sales,low
9.4,8.2,5,268,2,no,no,no,product_rand,high
6.9,6.3,6,219,5,no,no,no,product_rand,medium
6.9,7.5,4,275,1,no,no,no,acct_it,low
6.1,6.2,4,199,3,no,no,no,product_rand,medium
7.9,8.5,4,187,1,no,no,no,acct_it,low
6.5,8.2,4,214,1,no,no,no,product_rand,low
8.1,6.2,4,164,2,no,no,no,product_rand,low
5.5,10,4,148,1,no,no,no,management,medium
6.5,8.9,4,240,9,no,no,no,product_rand,high
6.7,8.8,3,181,2,no,no,no,product_rand,low
10,9.2,5,166,2,yes,no,no,management,low
9.1,6.5,5,223,2,no,no,no,acct_it,low
4.7,4.7,5,175,1,no,no,no,acct_it,low
2.7,5.8,5,177,4,no,no,no,technical,medium
5,5.6,1,153,2,no,yes,no,technical,medium
9,9.3,4,169,1,no,no,no,product_rand,high
7.9,8.3,5,158,2,no,no,no,product_rand,low
1.9,9.4,6,280,3,no,yes,no,management,medium
2.4,9.4,3,264,5,no,no,no,acct_it,low
3.9,6,2,284,3,no,yes,no,acct_it,low
8,6.8,6,164,2,no,no,no,product_rand,low
7.1,9.9,2,246,1,yes,no,no,acct_it,low
4.3,4.8,3,133,2,no,yes,no,management,low
2.9,7.7,5,219,3,no,no,no,product_rand,medium
6,8.3,2,239,2,yes,no,no,acct_it,medium
9.6,10,4,164,2,no,no,no,technical,low
5.5,6.3,4,159,1,no,no,no,product_rand,medium
6.6,6.7,5,257,2,no,no,no,acct_it,medium
9.1,6.4,5,220,2,no,no,no,product_rand,low
6.5,8.2,2,274,2,no,no,no,management,low
6.1,5.4,3,144,2,no,no,no,product_rand,low
7.8,9,6,251,4,no,yes,no,management,low
5.7,6.3,2,227,2,no,no,no,management,medium
4.4,5.5,3,211,5,no,no,no,management,medium
8.8,8.7,6,208,1,no,no,no,product_rand,high
9.8,6.3,4,172,1,no,no,no,product_rand,low
5.9,9.2,5,176,2,no,no,no,management,low
4.9,5.7,2,155,2,no,yes,no,product_rand,low
7,5.7,2,239,3,no,no,no,support_hr,low
7.6,8.4,4,235,1,no,no,no,mktg_sales,medium
8.9,7.2,5,254,2,yes,no,no,mktg_sales,medium
8.2,8.8,4,151,1,no,no,no,mktg_sales,medium
4.3,5,2,149,2,no,yes,no,management,medium
4.6,4.9,1,147,2,no,yes,no,mktg_sales,medium
8.7,7.6,4,198,4,no,no,no,technical,medium
2,7.8,7,247,3,no,yes,no,acct_it,low
1.9,8.7,7,286,3,no,yes,no,management,low
7.7,9.9,6,262,4,no,yes,no,mktg_sales,low
7.4,9.3,4,143,7,no,no,no,product_rand,medium
4.8,4.4,4,183,1,no,no,no,mktg_sales,medium
4.3,5.4,2,157,2,no,yes,no,management,low
8.9,9.3,4,174,2,no,no,no,product_rand,medium
5.9,6,3,136,2,no,no,no,product_rand,low
7,3.9,2,208,6,no,no,no,product_rand,medium
8.7,8.7,2,267,1,no,no,no,product_rand,high
4.2,4.6,1,135,2,no,yes,no,product_rand,low
9.2,8.2,2,183,2,no,no,no,acct_it,medium
2.5,4.8,6,269,4,no,no,no,acct_it,low
6,7.1,2,216,5,no,no,yes,product_rand,low
9.3,8.4,4,219,2,yes,no,no,acct_it,high
9.5,7,4,171,2,no,no,yes,acct_it,low
1.8,7.9,6,276,3,no,yes,no,product_rand,low
9.7,9.3,2,265,3,no,no,no,product_rand,low
9.2,7.5,5,158,2,yes,no,no,management,low
1.9,9.5,6,298,3,no,yes,no,product_rand,low
6.9,9.5,2,261,2,yes,no,no,management,low
4.7,5.4,3,152,2,yes,yes,no,product_rand,low
2.7,9.1,5,151,2,no,no,no,product_rand,low
7.6,8.3,4,269,4,yes,yes,no,management,medium
8,9.5,3,249,3,no,no,no,mktg_sales,low
4.6,5,2,143,2,yes,yes,no,acct_it,low
9,6.5,4,192,5,no,yes,no,management,low
4.9,5.5,1,151,2,no,yes,no,acct_it,medium
6,6.1,3,253,1,no,no,no,management,high
9.1,9.5,3,132,3,no,no,no,acct_it,medium
8.4,9.8,4,232,4,no,yes,no,product_rand,medium
8.7,6.4,3,241,3,no,no,no,management,high
1.9,9.3,6,308,3,no,yes,no,acct_it,medium
9,9.8,2,218,2,no,no,no,technical,low
5,5.3,1,146,2,no,yes,no,product_rand,low
8.8,6.1,4,159,1,no,no,no,mktg_sales,low
7.6,9.9,3,246,2,no,no,no,mktg_sales,low
7.7,7.9,4,234,3,no,no,no,mktg_sales,low
8.2,7.9,3,220,2,no,no,no,acct_it,low
7.2,7.5,6,194,2,no,no,no,management,medium
